0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625
0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625
0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625
0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625
0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625
0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625
0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625
0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625
0.0180609706,0.0225762132,0.0022576213,0.0225762132,0.0225762132,0.0137888286,0.0021560284,0.0225762132
0.0022576213,0.0225762132,0.0018060971,0.0022576213,0.0022576213,0.0155861661,0.0018060971,0.0022576213
0.0225762132,0.0022576213,0.0180609706,0.0225762132,0.0180609706,0.0005057072,0.0048620133,0.0225762132
0.0018060971,0.0225762132,0.0180609706,0.0225762132,0.0022576213,0.0225762132,0.0225762132,0.0225762132
0.0022576213,0.0225762132,0.0225762132,0.0172482269,0.0018060971,0.0225762132,0.0180609706,0.0172482269
0.0225762132,0.0180609706,0.0225762132,0.0156227396,0.0225762132,0.0812743676,0.0225762132,0.0156227396
0.0050570718,0.0225762132,0.0225762132,0.0018060971,0.0050570718,0.0180609706,0.0225762132,0.0022576213
0.0225762132,0.0180609706,0.0022576213,0.0225762132,0.0225762132,0.0225762132,0.0022576213,0.0180609706
0.0041196831,0.0057933043,0.0057933043,0.0055268123,0.0579330437,0.0003573409,0.0055326058,0.0045998836
0.0057933043,0.0048663756,0.0004387463,0.0057933043,0.0057933043,0.0008446623,0.0004236929,0.0057933043
0.0129770016,0.0326742368,0.0043483255,0.0384675411,0.0007741709,0.000454389,0.0377107363,0.0442230066
0.0004119683,0.0048663756,0.0003971375,0.0579330437,0.0057933043,0.0021567776,0.0044141011,0.0579330437
0.0057933043,0.0057933043,0.0579330437,0.0041028181,0.0004119683,0.0057933043,0.0041196831,0.0041607511
0.0055685241,0.0041196831,0.0579330437,0.0012321664,0.0055685241,0.074154296,0.0579330437,0.0012275318
0.0049110072,0.0579330437,0.0579330437,0.0004119683,0.0049118764,0.0041196831,0.0579330437,0.0057933043
0.0055289442,0.0041196831,0.0057933043,0.002196821,0.0037252825,0.0579330437,0.0057933043,0.0001798242
0.0001294381,0.0089454998,0.0008875858,0.0085450572,0.013099385,6.9083e-05,0.0008514937,0.0071522136
0.0071625903,0.0010756196,7.99562e-05,0.0089454998,0.0569478153,0.0007089962,7.79455e-05,0.0089454998
0.0058781225,0.0156495036,0.000385677,0.0014196031,0.0004150335,0.0005231076,0.0012608897,0.0056515573
0.0003559692,0.0359743342,7.43985e-05,0.0872929526,0.0001713314,0.0007848092,0.0068730487,0.0872929526
0.0002133479,0.0089454998,0.0188005723,0.0064053013,6.56878e-05,0.0,0.0005770041,0.0064923539
0.0086077352,0.0005716127,0.0663516422,0.0001044139,0.0086077352,0.0397040767,0.0146045937,0.000791639
0.0076197216,0.0872929526,0.0872929526,0.0049809898,0.0076210277,1.417e-07,0.0872929526,0.0559293903
0.0085482607,0.0005716127,0.0002476515,0.0040606415,0.0058379998,0.0872929526,0.0008925913,4.79752e-05
9.0028e-06,0.017103883,0.0019026023,0.0026253037,0.0015434917,3.18661e-05,0.0018345144,0.0070799245
0.0003926496,0.0022573286,0.0009374859,0.017103883,0.0036161973,0.0015656924,0.0007938345,0.017103883
0.0113172658,0.0018859678,0.0002738674,0.0029062546,8.98783e-05,0.0007679646,0.0005953666,0.0108898499
0.0005587145,0.0141024534,0.0012034245,0.0025195526,0.000843157,0.0018047331,0.0133910885,0.0026115466
0.0006306503,0.0462912078,0.0066099457,0.0123117904,3.12968e-05,0.0013645976,2.6253e-05,0.0124760154
0.0129224877,0.0001161349,0.0047847762,0.000425146,0.0027062411,0.0267129022,0.0010507276,0.0017215983
0.0108773318,0.1649066054,0.1649066054,0.0009080778,0.0123318329,2.03054e-05,0.1649066054,0.003810063
0.0163544902,0.0001161349,0.0006953641,0.0101228675,0.0112415742,0.1649066054,0.0019120452,0.0001390921
6.34543e-05,0.012557613,0.0013968842,0.0009042776,0.0011332264,0.0002246014,0.0013468943,0.001411434
0.000288282,0.001657323,0.001589078,0.0019107869,0.0026549998,0.0011495261,0.0040970166,0.0018962725
0.0090503723,0.0013846712,0.0010545591,0.0021337623,0.0774677052,0.0054128353,5.98083e-05,0.0079952909
0.064574607,0.0003413296,0.0084820818,0.001849847,0.0001211653,5.49295e-05,0.0098316918,0.0019173887
0.0009096674,0.0063010327,0.0028369392,0.000523944,0.0069935625,0.0011946314,0.0012118945,0.0001412548
0.002901193,0.2554057868,0.0035129665,0.0003121408,7.64307e-05,0.011633312,0.0007714406,0.0012639916
0.0008793139,0.1210738711,0.014603856,0.0064003934,0.0003319238,0.0001431183,0.0271370315,0.0027973353
0.0120074113,0.0008185522,0.0775736187,0.0008454393,0.0082535257,0.1210738711,0.0776592978,0.0063975367
4.47444e-05,0.0297200397,0.0033059988,0.014721976,0.0004996779,4.725e-05,0.003187688,0.0147616855
0.0006822756,0.003922378,0.0003342989,0.0010952028,0.0062835747,0.0027205777,0.0008619012,0.0003980601
0.0012119831,0.0032770944,0.0002218506,0.0017043207,0.0002480346,0.0011387138,0.000141548,0.002167765
0.0003627153,0.0008078231,7.67556e-05,0.0043780236,0.0146858325,0.0001300014,0.0006730961,0.0045378742
0.0021529053,0.0154722992,0.0485584924,0.0012400156,0.0014712559,6.76229e-05,0.0002099525,0.000334307
0.0269172014,0.0106417854,0.3878865042,0.0054169215,0.0005166666,9.07714e-05,0.0006933929,0.0018021168
0.0020810678,0.0095939422,0.0497938161,0.0013464692,0.0007855624,0.0001515937,0.0019187097,0.0066204394
0.001871007,0.0001722012,0.0055296269,0.0020008969,0.0005092574,0.286544923,0.0079116464,0.0013458683
7.1116e-06,0.0048374957,0.0042672687,0.0190026166,0.0006714376,0.0013295102,0.0041145572,0.0190538722
0.0025778982,0.0050628696,3.83557e-05,0.0014136498,0.0002364347,0.0035116274,9.889e-05,0.0005138022
